Tarih,PM10,PM2.5,SO2,NO2,NOX,NO
2024-03-02 20:00:56,"38,31","14,95","5,06","109,51","151,26","41,75"
2024-03-02 21:00:56,"33,15","25,66","6,04","89,77","119,23","29,46"
2024-03-02 22:00:56,"36,94","25,93","7,33","49,20","65,12","15,92"
2024-03-02 23:00:56,"49,92","17,83","6,07","57,34","73,62","16,28"
2024-03-03 00:00:56,"50,30","12,65","5,75","73,89","101,37","27,48"
2024-03-03 01:00:56,"46,35","13,68","4,67","81,98","122,22","40,24"
2024-03-03 02:00:56,"44,74","19,35","4,71","30,06","37,01","6,95"
2024-03-03 03:00:56,"38,73","18,30","4,52","17,71","23,03","5,32"
2024-03-03 04:00:56,"30,19","13,55","4,43","22,17","27,54","5,37"
2024-03-03 05:00:56,"21,74","18,06","4,00","23,60","28,50","4,90"
2024-03-03 06:00:56,"19,94","11,97","3,57","22,60","26,82","4,22"
2024-03-03 07:00:56,"17,22","8,04","3,49","34,51","39,22","4,71"
2024-03-03 08:00:56,"19,84","8,11","3,36","40,35","50,76","10,41"
2024-03-03 09:00:56,"22,31","9,87","3,62","47,89","56,30","8,40"
2024-03-03 10:00:56,"22,12","10,37","4,01","49,70","62,70","13,00"
2024-03-03 11:00:56,"18,23","8,16","5,10","49,81","69,84","20,03"
2024-03-03 12:00:56,"10,90","5,94","6,26","34,66","46,56","11,89"
2024-03-03 13:00:56,"7,47","6,38","6,68","22,43","30,88","8,45"
2024-03-03 14:00:56,"6,17","6,11","6,62","20,65","29,53","8,88"
2024-03-03 15:00:56,"5,94","5,05","5,77","23,55","32,28","8,73"
2024-03-03 16:00:56,"8,05","4,11","4,66","20,97","29,04","8,07"
2024-03-03 17:00:56,"17,67","5,81","3,55","25,40","35,21","9,81"
2024-03-03 18:00:56,"24,58","6,47","3,29","29,24","38,80","9,57"
2024-03-03 19:00:56,"35,49","6,21","2,80","40,39","50,11","9,72"
2024-03-03 20:00:56,"44,81","12,00","2,93","70,51","80,53","10,02"
2024-03-03 21:00:56,"31,23","13,61","3,59","84,64","97,99","13,35"
2024-03-03 22:00:56,"24,14","8,70","4,05","71,92","83,80","11,88"
2024-03-03 23:00:56,"22,60","14,72","4,16","95,27","194,45","99,18"
2024-03-04 00:00:56,"37,24","17,81","4,36","89,43","223,06","133,63"
2024-03-04 01:00:56,"57,71","15,00","3,76","85,53","209,14","123,62"
2024-03-04 02:00:56,"50,16","19,39","3,59","88,50","147,86","59,35"
2024-03-04 03:00:56,"32,30","23,70","3,06","79,34","103,37","24,03"
2024-03-04 04:00:56,"22,30","19,66","2,77","62,92","69,77","6,85"
2024-03-04 05:00:56,"23,04","21,60","2,06","51,31","57,31","6,00"
2024-03-04 06:00:56,"24,25","23,62","1,83","41,71","48,53","6,82"
2024-03-04 07:00:56,"18,41","17,17","1,59","77,48","95,98","18,49"
2024-03-04 08:00:56,"14,28","13,59","1,61","72,73","130,08","57,35"
2024-03-04 09:00:56,"20,80","11,51","1,95","70,52","132,20","61,68"
2024-03-04 10:00:56,"24,27","8,37","2,06","74,46","148,71","74,24"
2024-03-04 11:00:56,"13,42","5,51","2,84","66,89","133,73","66,83"
2024-03-04 12:00:56,"7,78","5,63","5,50","56,69","95,62","38,93"
2024-03-04 13:00:56,"9,93","6,33","7,01","40,21","60,60","20,40"
2024-03-04 14:00:56,"11,11","7,99","9,61","30,56","47,39","16,83"
2024-03-04 15:00:56,"10,39","6,97","8,50","23,03","32,84","9,81"
2024-03-04 16:00:56,"12,86","4,97","8,15","29,37","40,83","11,46"
2024-03-04 17:00:56,"0,08","0,03","5,43","29,15","40,80","11,65"
2024-03-04 18:00:56,"7,75","3,66","4,77","33,83","46,73","12,90"
2024-03-04 19:00:56,"15,06","7,45","4,56","65,04","79,06","14,02"
2024-03-04 20:00:56,"36,71","9,24","4,22","98,98","123,26","24,28"
2024-03-04 21:00:56,"31,31","18,20","4,84","105,53","277,33","171,80"
2024-03-04 22:00:56,"43,73","21,11","5,43","98,55","367,15","268,61"
2024-03-04 23:00:56,"84,00","38,41","5,38","90,36","402,29","311,93"
2024-03-05 00:00:56,"94,55","47,61","5,46","85,43","274,97","189,54"
2024-03-05 01:00:56,"65,40","33,38","4,45","81,99","163,70","81,71"
2024-03-05 02:00:56,"51,14","32,38","3,42","76,01","137,18","61,17"
2024-03-05 03:00:56,"33,71","22,04","2,53","73,11","112,68","39,57"
2024-03-05 04:00:56,"37,77","26,91","1,98","67,17","83,89","16,72"
2024-03-05 05:00:56,"28,35","24,28","1,72","59,64","68,49","8,85"
2024-03-05 06:00:56,"14,93","14,47","1,41","62,38","72,55","10,17"
2024-03-05 07:00:56,"9,01","8,74","1,40","64,56","77,81","13,25"
2024-03-05 08:00:56,"10,12","9,52","1,58","62,21","155,86","93,65"
2024-03-05 09:00:56,"23,50","15,10","2,20","63,57","264,49","200,92"
2024-03-05 10:00:56,"26,80","16,44","2,50","60,62","147,41","86,79"
2024-03-05 11:00:56,"23,81","10,05","3,41","49,68","77,78","28,10"
2024-03-05 12:00:56,"12,59","11,53","3,21","34,92","52,99","18,07"
2024-03-05 13:00:56,"7,67","5,76","3,14","15,81","24,38","8,57"
2024-03-05 14:00:56,"4,58","2,91","2,72","16,23","24,76","8,53"
2024-03-05 15:00:56,"4,99","4,68","2,34","20,21","28,37","8,16"
2024-03-05 16:00:56,"11,73","3,22","1,93","30,23","40,21","9,98"
2024-03-05 17:00:56,"24,33","3,11","1,90","40,03","50,99","10,96"
2024-03-05 18:00:56,"56,51","29,57","2,07","42,08","53,50","11,42"
2024-03-05 19:00:56,"73,15","16,46","1,88","55,86","71,54","15,68"
2024-03-05 20:00:56,"71,29","23,72","2,41","71,95","89,21","17,26"
2024-03-05 21:00:56,"50,11","19,26","1,84","28,33","37,79","9,46"
2024-03-05 22:00:56,"64,84","12,86","1,89","36,03","44,29","8,26"
2024-03-05 23:00:56,"38,13","9,46","1,45","47,90","54,43","6,53"
2024-03-06 00:00:56,"22,20","5,83","1,31","51,72","57,97","6,24"
2024-03-06 01:00:56,"16,89","5,07","1,23","44,83","50,41","5,58"
2024-03-06 02:00:56,"11,64","3,77","1,21","31,55","36,96","5,41"
2024-03-06 03:00:56,"12,87","2,63","1,24","23,42","28,78","5,36"
2024-03-06 04:00:56,"11,77","3,38","1,11","18,24","23,05","4,81"
2024-03-06 05:00:56,"22,85","3,17","1,26","20,87","26,27","5,40"
2024-03-06 06:00:56,"18,84","4,01","1,12","21,99","26,74","4,75"
2024-03-06 07:00:56,"12,26","2,81","1,25","27,70","33,70","6,00"
2024-03-06 08:00:56,"10,32","9,70","1,14","43,08","56,25","13,17"
2024-03-06 09:00:56,"7,57","6,51","1,47","65,37","98,39","33,02"
2024-03-06 10:00:56,"5,91","5,10","2,09","56,20","87,64","31,44"
2024-03-06 11:00:56,"5,23","3,30","2,48","39,85","54,33","14,47"
2024-03-06 12:00:56,"25,88","7,37","3,37","30,59","43,85","13,25"
2024-03-06 13:00:56,"18,32","11,03","3,18","31,29","44,72","13,42"
2024-03-06 14:00:56,"15,56","9,25","4,14","24,54","37,57","13,03"
2024-03-06 15:00:56,"11,01","5,76","3,20","25,32","36,20","10,88"
2024-03-06 16:00:56,"8,78","3,93","3,34","20,24","30,52","10,28"
2024-03-06 17:00:56,"5,92","4,14","2,69","21,06","30,12","9,06"
2024-03-06 18:00:56,"20,59","16,90","2,19","56,01","70,10","14,09"
2024-03-06 19:00:56,"23,23","13,03","1,76","51,41","64,97","13,56"
2024-03-06 20:00:56,"18,51","7,81","2,07","44,38","58,48","14,09"
2024-03-06 21:00:56,"14,82","5,40","1,82","44,78","55,43","10,64"
2024-03-06 22:00:56,"11,69","11,45","1,96","33,29","41,56","8,28"
2024-03-06 23:00:56,"9,85","7,72","1,72","35,26","43,82","8,56"
2024-03-07 00:00:56,"11,42","5,22","1,65","32,66","39,98","7,33"
2024-03-07 01:00:56,"5,77","3,85","1,74","37,61","44,62","7,01"
2024-03-07 02:00:56,"8,87","3,40","1,54","32,63","38,72","6,09"
2024-03-07 03:00:56,"10,37","5,39","1,66","37,64","42,50","4,85"
2024-03-07 04:00:56,"7,84","2,72","1,78","32,86","38,05","5,18"
2024-03-07 05:00:56,"9,13","3,77","2,10","28,05","32,73","4,68"
2024-03-07 06:00:56,"10,98","6,93","1,77","40,11","45,24","5,13"
2024-03-07 07:00:56,"8,84","5,58","2,12","47,43","54,21","6,78"
2024-03-07 08:00:56,"24,43","12,55","1,88","54,59","68,33","13,74"
2024-03-07 09:00:56,"25,22","14,40","2,01","61,45","81,97","20,52"
2024-03-07 10:00:56,"14,61","8,99","2,77","56,00","78,88","22,88"
2024-03-07 11:00:56,"37,77","23,18","3,48","39,64","58,73","19,09"
2024-03-07 12:00:56,"33,29","17,24","3,64","30,59","46,11","15,51"
2024-03-07 13:00:56,"24,45","19,08","3,59","28,60","38,47","9,87"
2024-03-07 14:00:56,"14,88","14,52","3,39","26,05","36,96","10,90"
2024-03-07 15:00:56,"9,60","9,12","2,86","25,49","35,89","10,39"
2024-03-07 16:00:56,"17,73","7,25","2,71","24,83","36,12","11,29"
2024-03-07 17:00:56,"10,70","8,95","2,74","26,69","37,85","11,16"
2024-03-07 18:00:56,"6,84","6,74","2,58","32,98","45,93","12,96"
2024-03-07 19:00:56,"17,13","5,56","2,45","50,72","62,01","11,29"
2024-03-07 20:00:56,"44,81","14,31","2,66","87,10","115,92","28,83"
2024-03-07 21:00:56,"30,17","16,02","2,27","91,21","140,29","49,08"
2024-03-07 22:00:56,"42,56","11,89","2,82","92,20","214,49","122,29"
2024-03-07 23:00:56,"40,38","25,28","2,91","93,60","266,54","172,94"
2024-03-08 00:00:56,"43,53","13,39","2,92","93,71","203,94","110,23"
2024-03-08 01:00:56,"37,85","25,07","3,17","88,79","187,22","98,43"
2024-03-08 02:00:56,"68,95","31,67","2,99","78,31","233,41","155,10"
2024-03-08 03:00:56,"37,84","18,23","2,73","75,34","206,78","131,44"
2024-03-08 04:00:56,"36,13","21,69","2,50","76,98","127,79","50,81"
2024-03-08 05:00:56,"43,99","34,57","2,25","73,22","86,10","12,88"
2024-03-08 06:00:56,"23,70","23,21","1,92","73,05","86,07","13,03"
2024-03-08 07:00:56,"42,57","22,01","1,80","73,34","87,80","14,45"
2024-03-08 08:00:56,"34,29","25,39","2,01","76,07","126,92","50,85"
2024-03-08 09:00:56,"23,61","20,78","2,54","72,81","211,24","138,43"
2024-03-08 10:00:56,"23,76","18,97","3,05","64,65","162,71","98,06"
2024-03-08 11:00:56,"23,47","23,03","3,35","58,62","96,89","38,27"
2024-03-08 12:00:56,"18,13","17,18","3,90","51,79","85,77","33,98"
2024-03-08 13:00:56,"16,79","9,88","3,34","35,27","54,65","19,37"
2024-03-08 14:00:56,"12,61","10,59","3,32","21,87","31,82","9,95"
2024-03-08 15:00:56,"10,63","9,64","3,04","23,80","34,20","10,41"
2024-03-08 16:00:56,"8,74","6,65","2,70","23,61","34,14","10,54"
2024-03-08 17:00:56,"7,64","4,88","2,70","42,58","54,85","12,27"
2024-03-08 18:00:56,"8,45","4,77","2,75","58,48","73,75","15,27"
2024-03-08 19:00:56,"23,38","8,65","2,42","45,44","58,17","12,74"
2024-03-08 20:00:56,"32,62","16,32","2,31","56,97","66,08","9,11"
2024-03-08 21:00:56,"20,14","17,63","1,94","58,50","66,05","7,55"
2024-03-08 22:00:56,"14,83","13,34","1,63","40,68","48,71","8,03"
2024-03-08 23:00:56,"13,83","11,23","1,40","39,82","44,70","4,87"
2024-03-09 00:00:56,"10,08","8,08","1,34","68,72","75,78","7,06"
2024-03-09 01:00:56,"7,66","5,69","1,17","88,48","101,69","13,21"
2024-03-09 02:00:56,"6,79","4,50","1,22","86,55","97,75","11,20"
2024-03-09 03:00:56,"25,78","4,90","1,18","85,89","98,82","12,93"
2024-03-09 04:00:56,"15,91","10,43","1,18","73,55","82,47","8,92"
2024-03-09 05:00:56,"13,45","9,63","1,29","73,63","81,37","7,74"
2024-03-09 06:00:56,"11,24","9,28","1,28","48,35","54,41","6,06"
2024-03-09 07:00:56,"19,24","8,17","1,25","30,79","37,04","6,26"
2024-03-09 08:00:56,"19,71","10,61","1,33","38,43","48,67","10,24"
2024-03-09 09:00:56,"12,60","6,94","1,71","52,83","72,18","19,35"
2024-03-09 10:00:56,"18,43","7,08","2,18","41,57","63,42","21,85"
2024-03-09 11:00:56,"10,87","7,40","2,39","24,53","38,50","13,96"
2024-03-09 12:00:56,"8,59","7,85","2,53","14,91","23,66","8,76"
2024-03-09 13:00:56,"10,55","4,60","2,41","21,37","31,08","9,72"
2024-03-09 14:00:56,"11,20","9,46","2,14","21,97","31,69","9,72"
2024-03-09 15:00:56,"11,38","6,44","2,15","18,61","27,48","8,86"
2024-03-09 16:00:56,"24,87","5,08","2,15","22,93","32,15","9,22"
2024-03-09 17:00:56,"17,10","3,55","2,11","26,02","33,67","7,65"
2024-03-09 18:00:56,"14,71","3,13","2,01","31,07","42,40","11,33"
2024-03-09 19:00:56,"17,75","5,95","2,13","34,95","43,45","8,50"
2024-03-09 20:00:56,"13,36","11,21","1,89","36,83","43,47","6,64"
2024-03-09 21:00:56,"11,71","8,26","1,90","47,02","53,77","6,75"
2024-03-09 22:00:56,"24,20","12,58","1,66","41,63","47,09","5,46"
2024-03-09 23:00:56,"17,74","6,89","1,54","38,98","44,71","5,73"
2024-03-10 00:00:56,"16,05","4,72","1,40","40,89","46,57","5,67"
2024-03-10 01:00:56,"12,65","4,33","1,33","33,58","39,06","5,48"
2024-03-10 02:00:56,"11,50","3,71","1,34","25,56","30,31","4,75"
2024-03-10 03:00:56,"29,21","10,22","1,06","22,20","26,49","4,29"
2024-03-10 04:00:56,"20,50","6,68","1,01","20,15","24,50","4,35"
2024-03-10 05:00:56,"10,38","4,33","0,99","14,25","18,70","4,45"
2024-03-10 06:00:56,"21,41","4,47","0,93","17,20","21,06","3,85"
2024-03-10 07:00:56,"16,74","2,85","1,00","19,74","24,76","5,02"
2024-03-10 08:00:56,"12,72","2,53","1,07","45,61","54,05","8,44"
2024-03-10 09:00:56,"9,49","2,28","1,20","50,53","67,18","16,66"
2024-03-10 10:00:56,"5,88","2,41","1,47","27,66","39,02","11,37"
2024-03-10 11:00:56,"2,96","2,61","1,69","24,05","36,06","12,01"
2024-03-10 12:00:56,"4,54","1,94","1,85","33,51","45,79","12,28"
2024-03-10 13:00:56,"8,63","1,65","2,02","28,89","39,15","10,27"
2024-03-10 14:00:56,"12,19","2,78","1,73","20,61","30,10","9,49"
2024-03-10 15:00:56,"8,59","4,58","1,77","21,36","31,16","9,79"
2024-03-10 16:00:56,"8,06","4,46","1,48","18,22","27,14","8,92"
2024-03-10 17:00:56,"7,42","4,47","1,46","22,06","31,79","9,73"
2024-03-10 18:00:56,"6,22","3,52","1,31","24,14","33,58","9,43"
2024-03-10 19:00:56,"25,13","3,37","1,30","33,39","43,34","9,95"
2024-03-10 20:00:56,"25,77","11,64","1,40","74,76","88,60","13,84"
2024-03-10 21:00:56,"14,81","8,56","1,34","92,79","118,83","26,04"
2024-03-10 22:00:56,"24,35","19,33","1,56","88,57","152,19","63,63"
2024-03-10 23:00:56,"42,29","16,67","1,51","87,56","140,32","52,75"
2024-03-11 00:00:56,"52,48","17,46","1,95","88,81","160,43","71,62"
2024-03-11 01:00:56,"29,16","27,01","1,77","88,73","143,45","54,72"
2024-03-11 02:00:56,"61,26","30,53","1,84","84,06","151,25","67,19"
2024-03-11 03:00:56,"52,01","27,09","1,64","78,61","119,47","40,86"
2024-03-11 04:00:56,"26,92","20,11","1,27","80,02","102,60","22,58"
2024-03-11 05:00:56,"17,88","17,55","1,20","76,04","99,42","23,38"
2024-03-11 06:00:56,"28,65","16,81","1,38","69,46","157,05","87,58"
2024-03-11 07:00:56,"33,21","19,55","1,61","65,17","189,67","124,50"
2024-03-11 08:00:56,"27,85","22,58","2,08","58,90","238,03","179,12"
2024-03-11 09:00:56,"40,11","34,99","2,36","64,65","188,45","123,79"
2024-03-11 10:00:56,"23,97","22,37","2,39","63,83","140,36","76,53"
2024-03-11 11:00:56,"16,72","15,06","2,47","47,80","80,16","32,36"
2024-03-11 12:00:56,"13,02","11,86","2,30","37,92","60,17","22,25"
2024-03-11 13:00:56,"7,54","7,12","2,34","30,67","47,58","16,91"
2024-03-11 14:00:56,"6,81","4,08","2,72","29,45","44,41","14,96"
2024-03-11 15:00:56,"6,24","2,90","3,73","33,63","48,66","15,04"
2024-03-11 16:00:56,"6,76","3,04","4,34","23,18","33,06","9,88"
2024-03-11 17:00:56,"9,11","2,70","3,86","23,17","32,06","8,89"
2024-03-11 18:00:56,"7,41","2,80","4,30","33,87","44,35","10,48"
2024-03-11 19:00:56,"9,36","9,15","3,18","70,64","100,73","30,08"
2024-03-11 20:00:56,"32,09","8,98","3,55","101,97","157,70","55,73"
2024-03-11 21:00:56,"36,68","7,36","4,82","103,67","260,16","156,49"
2024-03-11 22:00:56,"57,34","33,03","5,06","94,33","278,59","184,26"
2024-03-11 23:00:56,"96,33","40,16","5,73","90,06","282,35","192,29"
2024-03-12 00:00:56,"54,08","46,31","4,98","91,20","215,05","123,85"
2024-03-12 01:00:56,"79,33","35,61","4,13","88,91","129,51","40,60"
2024-03-12 02:00:56,"43,34","32,50","3,19","85,96","126,00","40,04"
2024-03-12 03:00:56,"23,71","19,82","2,48","83,75","121,28","37,53"
2024-03-12 04:00:56,"41,99","24,43","2,27","82,39","116,57","34,17"
2024-03-12 05:00:56,"38,49","18,08","2,02","79,07","115,19","36,12"
2024-03-12 06:00:56,"26,92","11,15","2,13","78,08","121,06","42,98"
2024-03-12 07:00:56,"19,96","16,99","1,84","70,35","112,32","41,97"
2024-03-12 08:00:56,"12,28","10,34","2,12","70,80","134,63","63,83"
2024-03-12 09:00:56,"12,86","10,52","2,79","68,27","237,03","168,76"
2024-03-12 10:00:56,"13,25","9,14","2,81","61,43","144,06","82,62"
2024-03-12 11:00:56,"15,42","6,46","3,65","37,33","55,18","17,84"
2024-03-12 12:00:56,"8,82","5,94","3,38","36,81","53,94","17,12"
2024-03-12 13:00:56,"8,15","6,23","3,30","36,10","52,97","16,87"
2024-03-12 14:00:56,"7,19","4,62","2,77","18,18","26,30","8,12"
2024-03-12 15:00:56,"11,21","4,84","2,60","15,87","24,51","8,64"
2024-03-12 16:00:56,"6,80","3,89","1,98","17,35","25,44","8,09"
2024-03-12 17:00:56,"5,46","3,68","1,80","20,05","28,24","8,19"
2024-03-12 18:00:56,"6,21","4,21","1,63","28,86","38,61","9,75"
2024-03-12 19:00:56,"5,01","3,83","1,63","76,51","98,96","22,45"
2024-03-12 20:00:56,"7,33","4,23","2,74","103,95","167,36","63,41"
2024-03-12 21:00:56,"27,54","16,20","2,87","95,19","143,59","48,41"
2024-03-12 22:00:56,"38,43","18,59","4,37","95,17","169,83","74,66"
2024-03-12 23:00:56,"47,00","26,10","4,13","89,92","163,33","73,42"
2024-03-13 00:00:56,"30,33","16,18","3,73","72,98","109,52","36,54"
2024-03-13 01:00:56,"18,74","18,48","3,27","57,94","65,55","7,61"
2024-03-13 02:00:56,"25,98","9,95","2,45","40,19","46,09","5,90"
2024-03-13 03:00:56,"13,92","5,53","2,47","26,49","31,02","4,53"
2024-03-13 04:00:56,"14,35","6,21","3,01","28,03","32,70","4,67"
2024-03-13 05:00:56,"10,65","4,52","2,59","36,25","41,78","5,53"
2024-03-13 06:00:56,"7,51","2,95","2,91","46,59","53,82","7,22"
2024-03-13 07:00:56,"10,96","7,39","2,13","63,00","76,21","13,21"
2024-03-13 08:00:56,"13,80","6,50","2,01","81,13","127,81","46,68"
2024-03-13 09:00:56,"13,69","13,13","2,39","83,21","178,96","95,74"
2024-03-13 10:00:56,"26,32","9,45","3,77","76,82","144,15","67,33"
2024-03-13 11:00:56,"25,56","23,77","2,80","42,98","58,81","15,83"
2024-03-13 12:00:56,"13,54","12,64","3,76","30,33","41,32","10,98"
2024-03-13 13:00:56,"12,54","8,63","2,25","28,12","38,67","10,55"
2024-03-13 14:00:56,"6,29","5,20","2,19","34,54","45,76","11,23"
2024-03-13 15:00:56,"5,89","5,76","1,79","31,28","40,76","9,48"
2024-03-13 16:00:56,"10,72","4,30","2,22","31,27","40,03","8,76"
2024-03-13 17:00:56,"12,28","4,08","1,91","36,81","46,28","9,47"
2024-03-13 18:00:56,"27,47","3,97","1,84","37,07","47,73","10,66"
2024-03-13 19:00:56,"22,16","2,61","1,83","52,96","72,49","19,53"
2024-03-13 20:00:56,"45,61","6,88","1,57","50,32","60,47","10,16"
2024-03-13 21:00:56,"30,28","8,28","1,59","39,73","45,98","6,26"
2024-03-13 22:00:56,"18,66","9,23","1,37","48,29","53,18","4,88"
2024-03-13 23:00:56,"15,04","10,77","1,24","42,93","47,87","4,94"
2024-03-14 00:00:56,"13,69","6,66","1,24","39,65","45,25","5,59"
2024-03-14 01:00:56,"12,87","4,55","1,17","46,97","52,00","5,04"
2024-03-14 02:00:56,"9,81","3,46","1,15","49,52","55,17","5,64"
2024-03-14 03:00:56,"11,57","2,62","1,04","33,18","38,21","5,04"
2024-03-14 04:00:56,"14,03","3,10","1,13","40,95","46,01","5,06"
2024-03-14 05:00:56,"12,82","2,21","1,06","42,70","47,54","4,84"
2024-03-14 06:00:56,"13,90","2,68","1,04","27,50","32,07","4,57"
2024-03-14 07:00:56,"9,66","2,16","1,09","42,32","50,16","7,84"
2024-03-14 08:00:56,"11,23","8,52","1,31","62,04","122,69","60,65"
2024-03-14 09:00:56,"13,19","6,10","1,49","58,57","122,14","63,57"
2024-03-14 10:00:56,"7,84","7,23","1,80","60,40","89,54","29,14"
2024-03-14 11:00:56,"16,43","6,03","2,09","40,38","54,42","14,04"
2024-03-14 12:00:56,"10,62","9,04","2,16","28,76","39,10","10,34"
2024-03-14 13:00:56,"7,43","6,29","2,75","19,73","29,08","9,35"
2024-03-14 14:00:56,"8,65","5,09","2,78","17,92","25,62","7,70"
2024-03-14 15:00:56,"6,55","3,63","2,61","23,45","32,55","9,10"
2024-03-14 16:00:56,"3,95","3,73","2,57","22,40","31,32","8,92"
2024-03-14 17:00:56,"3,09","2,57","1,94","22,80","32,26","9,45"
2024-03-14 18:00:56,"5,58","4,12","1,81","28,63","39,24","10,61"
2024-03-14 19:00:56,"8,80","7,89","1,95","58,01","81,85","23,84"
2024-03-14 20:00:56,"10,29","5,56","2,48","61,96","76,39","14,43"
2024-03-14 21:00:56,"13,27","11,24","3,14","66,89","77,98","11,09"
2024-03-14 22:00:56,"26,02","22,16","2,78","80,74","174,39","93,65"
2024-03-14 23:00:56,"41,86","27,13","3,57","80,43","240,39","159,96"
2024-03-15 00:00:56,"51,54","24,34","2,51","78,72","204,41","125,69"
2024-03-15 01:00:56,"34,35","22,13","2,51","75,74","169,49","93,75"
2024-03-15 02:00:56,"46,74","25,21","2,05","71,39","133,04","61,65"
2024-03-15 03:00:56,"27,24","13,99","1,78","69,50","101,02","31,51"
2024-03-15 04:00:56,"13,75","7,75","1,40","65,53","89,63","24,10"
2024-03-15 05:00:56,"26,86","18,01","1,28","61,72","92,08","30,36"
2024-03-15 06:00:56,"18,51","11,33","1,19","57,74","88,97","31,23"
2024-03-15 07:00:56,"15,29","10,18","1,17","50,92","58,25","7,33"
2024-03-15 08:00:56,"11,40","9,70","1,41","58,51","146,80","88,29"
2024-03-15 09:00:56,"13,55","7,57","1,88","60,56","210,62","150,06"
2024-03-15 10:00:56,"21,83","7,76","2,11","63,16","172,75","109,58"
2024-03-15 11:00:56,"12,53","6,62","3,25","76,25","183,09","106,84"
2024-03-15 12:00:56,"17,13","6,30","3,35","54,83","89,58","34,75"
2024-03-15 13:00:56,"21,48","4,26","3,23","32,46","48,42","15,95"
2024-03-15 14:00:56,"11,67","8,85","3,30","22,38","32,48","10,10"
2024-03-15 15:00:56,"11,35","8,09","2,67","24,64","35,14","10,49"
2024-03-15 16:00:56,"8,32","5,74","2,98","28,27","40,47","12,19"
2024-03-15 17:00:56,"13,26","5,88","2,75","28,60","41,09","12,49"
2024-03-15 18:00:56,"10,37","5,38","2,78","40,47","57,08","16,61"
2024-03-15 19:00:56,"9,81","4,45","3,88","53,45","74,24","20,79"
2024-03-15 20:00:56,"33,33","11,53","2,36","40,41","50,10","9,69"
2024-03-15 21:00:56,"26,26","9,06","3,51","43,60","49,73","6,13"
2024-03-15 22:00:56,"36,25","21,77","2,37","55,66","62,02","6,36"
2024-03-15 23:00:56,"26,01","12,33","2,36","79,01","94,06","15,05"
2024-03-16 00:00:56,"17,28","7,72","2,28","44,37","53,80","9,43"
2024-03-16 01:00:56,"11,25","8,78","2,28","38,79","44,99","6,21"
2024-03-16 02:00:56,"13,57","6,32","2,57","33,83","39,36","5,53"
2024-03-16 03:00:56,"12,38","9,28","3,69","24,84","29,20","4,36"
2024-03-16 04:00:56,"11,70","5,53","3,25","31,91","36,41","4,50"
2024-03-16 05:00:56,"11,38","10,92","3,89","33,74","38,23","4,49"
2024-03-16 06:00:56,"16,11","12,71","3,28","30,72","36,51","5,79"
2024-03-16 07:00:56,"10,33","7,87","2,77","24,14","29,07","4,92"
2024-03-16 08:00:56,"11,96","11,24","2,85","31,11","40,57","9,46"
2024-03-16 09:00:56,"9,05","7,12","3,21","38,21","53,53","15,32"
2024-03-16 10:00:56,"11,73","5,18","4,19","34,59","54,06","19,47"
2024-03-16 11:00:56,"12,38","4,80","5,30","26,43","43,14","16,71"
2024-03-16 12:00:56,"11,80","7,89","6,56","16,68","26,03","9,35"
2024-03-16 13:00:56,"8,14","7,79","7,32","15,84","23,52","7,68"
2024-03-16 14:00:56,"9,36","5,15","7,52","16,53","25,83","9,30"
2024-03-16 15:00:56,"6,83","4,19","6,84","19,32","29,94","10,62"
2024-03-16 16:00:56,"9,72","3,52","5,34","20,45","32,30","11,84"
2024-03-16 17:00:56,"8,10","4,04","4,78","26,80","38,09","11,29"
2024-03-16 18:00:56,"10,81","3,33","3,83","36,43","52,00","15,58"
2024-03-16 19:00:56,"10,85","3,97","3,78","51,57","76,16","24,59"
2024-03-16 20:00:56,"12,85","11,47","4,61","46,63","56,35","9,72"
2024-03-16 21:00:56,"33,97","16,03","4,19","36,88","44,22","7,33"
2024-03-16 22:00:56,"20,48","18,28","4,07","44,40","51,77","7,38"
2024-03-16 23:00:56,"31,47","13,99","3,53","44,79","51,79","6,99"
2024-03-17 00:00:56,"17,66","7,97","2,80","45,30","52,35","7,05"
2024-03-17 01:00:56,"14,67","11,98","2,62","58,60","86,74","28,14"
2024-03-17 02:00:56,"14,81","8,51","2,35","62,22","102,41","40,20"
2024-03-17 03:00:56,"12,38","7,56","2,13","60,15","88,65","28,50"
2024-03-17 04:00:56,"20,91","7,01","1,90","59,15","80,42","21,27"
2024-03-17 05:00:56,"12,86","8,06","1,75","49,13","58,37","9,25"
2024-03-17 06:00:56,"11,97","11,19","1,60","51,67","59,06","7,39"
2024-03-17 07:00:56,"13,91","8,99","1,67","51,80","67,03","15,23"
2024-03-17 08:00:56,"15,03","7,37","1,97","51,03","118,37","67,34"
2024-03-17 09:00:56,"22,29","12,98","1,92","46,81","97,46","50,66"
2024-03-17 10:00:56,"23,15","21,81","2,61","26,62","41,15","14,54"
2024-03-17 11:00:56,"18,17","11,48","2,65","18,57","28,41","9,84"
2024-03-17 12:00:56,"10,60","7,24","2,91","15,16","22,86","7,69"
2024-03-17 13:00:56,"11,55","4,19","2,89","14,80","23,14","8,34"
2024-03-17 14:00:56,"5,79","2,76","2,36","17,30","25,45","8,15"
2024-03-17 15:00:56,"7,09","5,15","2,13","18,93","26,81","7,88"
2024-03-17 16:00:56,"4,38","4,00","1,56","22,72","30,37","7,65"
2024-03-17 17:00:56,"5,04","3,14","1,62","20,68","27,40","6,72"
